Class,Threshold
sevVsAll,0.29939779759575363
sevVsAll,0.25038845650021735
sevVsAll,0.23569846299317476
sevVsAll,0.23177315657788478
sevVsAll,0.22355149451406792
sevVsAll,0.19656268852855238
sevVsAll,0.18852243227250817
sevVsAll,0.17806559469579072
sevVsAll,0.17358359799252432
sevVsAll,0.1443876257387053
sevVsAll,0.14232670398999475
sevVsAll,0.09086645094441914
sevVsAll,0.09011991753908799
sevVsAll,0.05802866997210554
sevVsAll,0.05718310523344458
sevVsAll,0.054516965880476914
sevVsAll,0.05447912521778714
sevVsAll,0.04525025883636108
sevVsAll,0.04427751920171977
sevVsAll,0.029186332629105544
sevVsAll,0.028767736940053152
sevVsAll,0.02664630678385446
sevVsAll,0.026573442753741346
sevVsAll,0.023187079556309435
sevVsAll,0.0
