param_eta;param_max_depth;param_min_child_weight;param_n_estimators;mean_test_score;rank_test_score
0;4;9;200;0.488261035;2881
0;4;9;250;0.488261035;2881
0;4;9;300;0.488261035;2881
0;4;9;350;0.488261035;2881
0;4;9;400;0.488261035;2881
0;4;9;450;0.488261035;2881
0;4;10;0;0.488261035;2881
0;4;10;50;0.488261035;2881
0;4;10;100;0.488261035;2881
0;4;10;150;0.488261035;2881
0;4;10;200;0.488261035;2881
0;4;10;250;0.488261035;2881
0;4;10;300;0.488261035;2881
0;4;10;350;0.488261035;2881
0;4;10;400;0.488261035;2881
0;4;10;450;0.488261035;2881
0;5;1;0;0.488261035;2881
0;5;1;50;0.488261035;2881
0;5;1;100;0.488261035;2881
0;5;1;150;0.488261035;2881
0;5;1;200;0.488261035;2881
0;5;1;250;0.488261035;2881
0;5;1;300;0.488261035;2881
0;5;1;350;0.488261035;2881
0;5;1;400;0.488261035;2881
0;5;1;450;0.488261035;2881
0;5;2;0;0.488261035;2881
0;5;2;50;0.488261035;2881
0;5;2;100;0.488261035;2881
0;5;2;150;0.488261035;2881
0;5;2;200;0.488261035;2881
0;5;2;250;0.488261035;2881
0;5;2;300;0.488261035;2881
0;5;2;350;0.488261035;2881
0;5;2;400;0.488261035;2881
0;5;2;450;0.488261035;2881
0;5;3;0;0.488261035;2881
0;5;3;50;0.488261035;2881
0;5;3;100;0.488261035;2881
0;5;3;150;0.488261035;2881
0;5;3;200;0.488261035;2881
0;5;3;250;0.488261035;2881
0;5;3;300;0.488261035;2881
0;5;3;350;0.488261035;2881
0;5;3;400;0.488261035;2881
0;5;3;450;0.488261035;2881
0;5;4;0;0.488261035;2881
0;5;4;50;0.488261035;2881
0;5;4;100;0.488261035;2881
0;5;4;150;0.488261035;2881
0;5;4;200;0.488261035;2881
0;5;4;250;0.488261035;2881
0;5;4;300;0.488261035;2881
0;5;4;350;0.488261035;2881
0;5;4;400;0.488261035;2881
0;5;4;450;0.488261035;2881
0;5;5;0;0.488261035;2881
0;5;5;50;0.488261035;2881
0;5;5;100;0.488261035;2881
0;5;5;150;0.488261035;2881
0;5;5;200;0.488261035;2881
0;5;5;250;0.488261035;2881
0;5;5;300;0.488261035;2881
0;5;5;350;0.488261035;2881
0;5;5;400;0.488261035;2881
0;5;5;450;0.488261035;2881
0;5;6;0;0.488261035;2881
0;5;6;50;0.488261035;2881
0;5;6;100;0.488261035;2881
0;5;6;150;0.488261035;2881
0;5;6;200;0.488261035;2881
0;5;6;250;0.488261035;2881
0;5;6;300;0.488261035;2881
0;5;6;350;0.488261035;2881
0;5;6;400;0.488261035;2881
0;5;6;450;0.488261035;2881
0;5;7;0;0.488261035;2881
0;5;7;50;0.488261035;2881
0;5;7;100;0.488261035;2881
0;5;7;150;0.488261035;2881
0;5;7;200;0.488261035;2881
0;5;7;250;0.488261035;2881
0;5;7;300;0.488261035;2881
0;5;7;350;0.488261035;2881
0;5;7;400;0.488261035;2881
0;5;7;450;0.488261035;2881
0;5;8;0;0.488261035;2881
0;5;8;50;0.488261035;2881
0;5;8;100;0.488261035;2881
0;5;8;150;0.488261035;2881
0;5;8;200;0.488261035;2881
0;5;8;250;0.488261035;2881
0;5;8;300;0.488261035;2881
0;5;8;350;0.488261035;2881
0;5;8;400;0.488261035;2881
0;5;8;450;0.488261035;2881
0;5;9;0;0.488261035;2881
0;5;9;50;0.488261035;2881
0;5;9;100;0.488261035;2881
0;5;9;150;0.488261035;2881
0;5;9;200;0.488261035;2881
0;5;9;250;0.488261035;2881
0;5;9;300;0.488261035;2881
0;5;9;350;0.488261035;2881
0;5;9;400;0.488261035;2881
0;5;9;450;0.488261035;2881
0;5;10;0;0.488261035;2881
0;5;10;50;0.488261035;2881
0;5;10;100;0.488261035;2881
0;5;10;150;0.488261035;2881
0;5;10;200;0.488261035;2881
0;5;10;250;0.488261035;2881
0;5;10;300;0.488261035;2881
0;5;10;350;0.488261035;2881
0;5;10;400;0.488261035;2881
0;5;10;450;0.488261035;2881
0;6;1;0;0.488261035;2881
0;6;1;50;0.488261035;2881
0;6;1;100;0.488261035;2881
0;6;1;150;0.488261035;2881
0;6;1;200;0.488261035;2881
0;6;1;250;0.488261035;2881
0;6;1;300;0.488261035;2881
0;6;1;350;0.488261035;2881
0;6;1;400;0.488261035;2881
0;6;1;450;0.488261035;2881
0;6;2;0;0.488261035;2881
0;6;2;50;0.488261035;2881
0;6;2;100;0.488261035;2881
0;6;2;150;0.488261035;2881
0;6;2;200;0.488261035;2881
0;6;2;250;0.488261035;2881
0;6;2;300;0.488261035;2881
0;6;2;350;0.488261035;2881
0;6;2;400;0.488261035;2881
0;6;2;450;0.488261035;2881
0;6;3;0;0.488261035;2881
0;6;3;50;0.488261035;2881
0;6;3;100;0.488261035;2881
0;6;3;150;0.488261035;2881
0;6;3;200;0.488261035;2881
0;6;3;250;0.488261035;2881
0;6;3;300;0.488261035;2881
0;6;3;350;0.488261035;2881
0;6;3;400;0.488261035;2881
0;6;3;450;0.488261035;2881
0;6;4;0;0.488261035;2881
0;6;4;50;0.488261035;2881
0;6;4;100;0.488261035;2881
0;6;4;150;0.488261035;2881
0;6;4;200;0.488261035;2881
0;6;4;250;0.488261035;2881
0;6;4;300;0.488261035;2881
0;6;4;350;0.488261035;2881
0;6;4;400;0.488261035;2881
0;6;4;450;0.488261035;2881
0;6;5;0;0.488261035;2881
0;6;5;50;0.488261035;2881
0;6;5;100;0.488261035;2881
0;6;5;150;0.488261035;2881
0;6;5;200;0.488261035;2881
0;6;5;250;0.488261035;2881
0;6;5;300;0.488261035;2881
0;6;5;350;0.488261035;2881
0;6;5;400;0.488261035;2881
0;6;5;450;0.488261035;2881
0;6;6;0;0.488261035;2881
0;6;6;50;0.488261035;2881
0;6;6;100;0.488261035;2881
0;6;6;150;0.488261035;2881
0;6;6;200;0.488261035;2881
0;6;6;250;0.488261035;2881
0;6;6;300;0.488261035;2881
0;6;6;350;0.488261035;2881
0;6;6;400;0.488261035;2881
0;6;6;450;0.488261035;2881
0;6;7;0;0.488261035;2881
0;6;7;50;0.488261035;2881
0;6;7;100;0.488261035;2881
0;6;7;150;0.488261035;2881
0;6;7;200;0.488261035;2881
0;6;7;250;0.488261035;2881
0;6;7;300;0.488261035;2881
0;6;7;350;0.488261035;2881
0;6;7;400;0.488261035;2881
0;6;7;450;0.488261035;2881
0;6;8;0;0.488261035;2881
0;6;8;50;0.488261035;2881
0;6;8;100;0.488261035;2881
0;6;8;150;0.488261035;2881
0;6;8;200;0.488261035;2881
0;6;8;250;0.488261035;2881
0;6;8;300;0.488261035;2881
0;6;8;350;0.488261035;2881
0;6;8;400;0.488261035;2881
0;6;8;450;0.488261035;2881
0;6;9;0;0.488261035;2881
0;6;9;50;0.488261035;2881
0;6;9;100;0.488261035;2881
0;6;9;150;0.488261035;2881
0;6;9;200;0.488261035;2881
0;6;9;250;0.488261035;2881
0;6;9;300;0.488261035;2881
0;6;9;350;0.488261035;2881
0;6;9;400;0.488261035;2881
0;6;9;450;0.488261035;2881
0;6;10;0;0.488261035;2881
0;6;10;50;0.488261035;2881
0;6;10;100;0.488261035;2881
0;6;10;150;0.488261035;2881
0;6;10;200;0.488261035;2881
0;6;10;250;0.488261035;2881
0;6;10;300;0.488261035;2881
0;6;10;350;0.488261035;2881
0;6;10;400;0.488261035;2881
0;6;10;450;0.488261035;2881
0;7;1;0;0.488261035;2881
0;7;1;50;0.488261035;2881
0;7;1;100;0.488261035;2881
0;7;1;150;0.488261035;2881
0;7;1;200;0.488261035;2881
0;7;1;250;0.488261035;2881
0;7;1;300;0.488261035;2881
0;7;1;350;0.488261035;2881
0;7;1;400;0.488261035;2881
0;7;1;450;0.488261035;2881
0;7;2;0;0.488261035;2881
0;7;2;50;0.488261035;2881
0;7;2;100;0.488261035;2881
0;7;2;150;0.488261035;2881
0;7;2;200;0.488261035;2881
0;7;2;250;0.488261035;2881
0;7;2;300;0.488261035;2881
0;7;2;350;0.488261035;2881
0;7;2;400;0.488261035;2881
0;7;2;450;0.488261035;2881
0;7;3;0;0.488261035;2881
0;7;3;50;0.488261035;2881
0;7;3;100;0.488261035;2881
0;7;3;150;0.488261035;2881
0;7;3;200;0.488261035;2881
0;7;3;250;0.488261035;2881
0;7;3;300;0.488261035;2881
0;7;3;350;0.488261035;2881
0;7;3;400;0.488261035;2881
0;7;3;450;0.488261035;2881
0;7;4;0;0.488261035;2881
0;7;4;50;0.488261035;2881
0;7;4;100;0.488261035;2881
0;7;4;150;0.488261035;2881
0;7;4;200;0.488261035;2881
0;7;4;250;0.488261035;2881
0;7;4;300;0.488261035;2881
0;7;4;350;0.488261035;2881
0;7;4;400;0.488261035;2881
0;7;4;450;0.488261035;2881
0;7;5;0;0.488261035;2881
0;7;5;50;0.488261035;2881
0;7;5;100;0.488261035;2881
0;7;5;150;0.488261035;2881
0;7;5;200;0.488261035;2881
0;7;5;250;0.488261035;2881
0;7;5;300;0.488261035;2881
0;7;5;350;0.488261035;2881
0;7;5;400;0.488261035;2881
0;7;5;450;0.488261035;2881
0;7;6;0;0.488261035;2881
0;7;6;50;0.488261035;2881
0;7;6;100;0.488261035;2881
0;7;6;150;0.488261035;2881
0;7;6;200;0.488261035;2881
0;7;6;250;0.488261035;2881
0;7;6;300;0.488261035;2881
0;7;6;350;0.488261035;2881
0;7;6;400;0.488261035;2881
0;7;6;450;0.488261035;2881
0;7;7;0;0.488261035;2881
0;7;7;50;0.488261035;2881
0;7;7;100;0.488261035;2881
0;7;7;150;0.488261035;2881
0;7;7;200;0.488261035;2881
0;7;7;250;0.488261035;2881
0;7;7;300;0.488261035;2881
0;7;7;350;0.488261035;2881
0;7;7;400;0.488261035;2881
0;7;7;450;0.488261035;2881
0;7;8;0;0.488261035;2881
0;7;8;50;0.488261035;2881
0;7;8;100;0.488261035;2881
0;7;8;150;0.488261035;2881
0;7;8;200;0.488261035;2881
0;7;8;250;0.488261035;2881
0;7;8;300;0.488261035;2881
0;7;8;350;0.488261035;2881
0;7;8;400;0.488261035;2881
0;7;8;450;0.488261035;2881
0;7;9;0;0.488261035;2881
0;7;9;50;0.488261035;2881
0;7;9;100;0.488261035;2881
0;7;9;150;0.488261035;2881
0;7;9;200;0.488261035;2881
0;7;9;250;0.488261035;2881
0;7;9;300;0.488261035;2881
0;7;9;350;0.488261035;2881
0;7;9;400;0.488261035;2881
0;7;9;450;0.488261035;2881
0;7;10;0;0.488261035;2881
0;7;10;50;0.488261035;2881
0;7;10;100;0.488261035;2881
0;7;10;150;0.488261035;2881
0;7;10;200;0.488261035;2881
0;7;10;250;0.488261035;2881
0;7;10;300;0.488261035;2881
0;7;10;350;0.488261035;2881
0;7;10;400;0.488261035;2881
0;7;10;450;0.488261035;2881
0;8;1;0;0.488261035;2881
0;8;1;50;0.488261035;2881
0;8;1;100;0.488261035;2881
0;8;1;150;0.488261035;2881
0;8;1;200;0.488261035;2881
0;8;1;250;0.488261035;2881
0;8;1;300;0.488261035;2881
0;8;1;350;0.488261035;2881
0;8;1;400;0.488261035;2881
0;8;1;450;0.488261035;2881
0;8;2;0;0.488261035;2881
0;8;2;50;0.488261035;2881
0;8;2;100;0.488261035;2881
0;8;2;150;0.488261035;2881
0;8;2;200;0.488261035;2881
0;8;2;250;0.488261035;2881
0;8;2;300;0.488261035;2881
0;8;2;350;0.488261035;2881
0;8;2;400;0.488261035;2881
0;8;2;450;0.488261035;2881
0;8;3;0;0.488261035;2881
0;8;3;50;0.488261035;2881
0;8;3;100;0.488261035;2881
0;8;3;150;0.488261035;2881
0;8;3;200;0.488261035;2881
0;8;3;250;0.488261035;2881
0;8;3;300;0.488261035;2881
0;8;3;350;0.488261035;2881
0;8;3;400;0.488261035;2881
0;8;3;450;0.488261035;2881
0;8;4;0;0.488261035;2881
0;8;4;50;0.488261035;2881
0;8;4;100;0.488261035;2881
0;8;4;150;0.488261035;2881
0;8;4;200;0.488261035;2881
0;8;4;250;0.488261035;2881
0;8;4;300;0.488261035;2881
0;8;4;350;0.488261035;2881
0;8;4;400;0.488261035;2881
0;8;4;450;0.488261035;2881
0;8;5;0;0.488261035;2881
0;8;5;50;0.488261035;2881
0;8;5;100;0.488261035;2881
0;8;5;150;0.488261035;2881
0;8;5;200;0.488261035;2881
0;8;5;250;0.488261035;2881
0;8;5;300;0.488261035;2881
0;8;5;350;0.488261035;2881
0;8;5;400;0.488261035;2881
0;8;5;450;0.488261035;2881
0;8;6;0;0.488261035;2881
0;8;6;50;0.488261035;2881
0;8;6;100;0.488261035;2881
0;8;6;150;0.488261035;2881
0;8;6;200;0.488261035;2881
0;8;6;250;0.488261035;2881
0;8;6;300;0.488261035;2881
0;8;6;350;0.488261035;2881
0;8;6;400;0.488261035;2881
0;8;6;450;0.488261035;2881
0;8;7;0;0.488261035;2881
0;8;7;50;0.488261035;2881
0;8;7;100;0.488261035;2881
0;8;7;150;0.488261035;2881
0;8;7;200;0.488261035;2881
0;8;7;250;0.488261035;2881
0;8;7;300;0.488261035;2881
0;8;7;350;0.488261035;2881
0;8;7;400;0.488261035;2881
0;8;7;450;0.488261035;2881
0;8;8;0;0.488261035;2881
0;8;8;50;0.488261035;2881
0;8;8;100;0.488261035;2881
0;8;8;150;0.488261035;2881
0;8;8;200;0.488261035;2881
0;8;8;250;0.488261035;2881
0;8;8;300;0.488261035;2881
0;8;8;350;0.488261035;2881
0;8;8;400;0.488261035;2881
0;8;8;450;0.488261035;2881
0;8;9;0;0.488261035;2881
0;8;9;50;0.488261035;2881
0;8;9;100;0.488261035;2881
0;8;9;150;0.488261035;2881
0;8;9;200;0.488261035;2881
0;8;9;250;0.488261035;2881
0;8;9;300;0.488261035;2881
0;8;9;350;0.488261035;2881
0;8;9;400;0.488261035;2881
0;8;9;450;0.488261035;2881
0;8;10;0;0.488261035;2881
0;8;10;50;0.488261035;2881
0;8;10;100;0.488261035;2881
0;8;10;150;0.488261035;2881
0;8;10;200;0.488261035;2881
0;8;10;250;0.488261035;2881
0;8;10;300;0.488261035;2881
0;8;10;350;0.488261035;2881
0;8;10;400;0.488261035;2881
0;8;10;450;0.488261035;2881
0;9;1;0;0.488261035;2881
0;9;1;50;0.488261035;2881
0;9;1;100;0.488261035;2881
0;9;1;150;0.488261035;2881
0;9;1;200;0.488261035;2881
0;9;1;250;0.488261035;2881
0;9;1;300;0.488261035;2881
0;9;1;350;0.488261035;2881
0;9;1;400;0.488261035;2881
0;9;1;450;0.488261035;2881
0;9;2;0;0.488261035;2881
0;9;2;50;0.488261035;2881
0;9;2;100;0.488261035;2881
0;9;2;150;0.488261035;2881
0;9;2;200;0.488261035;2881
0;9;2;250;0.488261035;2881
0;9;2;300;0.488261035;2881
0;9;2;350;0.488261035;2881
0;9;2;400;0.488261035;2881
0;9;2;450;0.488261035;2881
0;9;3;0;0.488261035;2881
0;9;3;50;0.488261035;2881
0;9;3;100;0.488261035;2881
0;9;3;150;0.488261035;2881
0;9;3;200;0.488261035;2881
0;9;3;250;0.488261035;2881
0;9;3;300;0.488261035;2881
0;9;3;350;0.488261035;2881
0;9;3;400;0.488261035;2881
0;9;3;450;0.488261035;2881
0;9;4;0;0.488261035;2881
0;9;4;50;0.488261035;2881
0;9;4;100;0.488261035;2881
0;9;4;150;0.488261035;2881
0;9;4;200;0.488261035;2881
0;9;4;250;0.488261035;2881
0;9;4;300;0.488261035;2881
0;9;4;350;0.488261035;2881
0;9;4;400;0.488261035;2881
0;9;4;450;0.488261035;2881
0;9;5;0;0.488261035;2881
0;9;5;50;0.488261035;2881
0;9;5;100;0.488261035;2881
0;9;5;150;0.488261035;2881
0;9;5;200;0.488261035;2881
0;9;5;250;0.488261035;2881
0;9;5;300;0.488261035;2881
0;9;5;350;0.488261035;2881
0;9;5;400;0.488261035;2881
0;9;5;450;0.488261035;2881
0;9;6;0;0.488261035;2881
0;9;6;50;0.488261035;2881
0;9;6;100;0.488261035;2881
0;9;6;150;0.488261035;2881
0;9;6;200;0.488261035;2881
0;9;6;250;0.488261035;2881
0;9;6;300;0.488261035;2881
0;9;6;350;0.488261035;2881
0;9;6;400;0.488261035;2881
0;9;6;450;0.488261035;2881
0;9;7;0;0.488261035;2881
0;9;7;50;0.488261035;2881
0;9;7;100;0.488261035;2881
0;9;7;150;0.488261035;2881
0;9;7;200;0.488261035;2881
0;9;7;250;0.488261035;2881
0;9;7;300;0.488261035;2881
0;9;7;350;0.488261035;2881
0;9;7;400;0.488261035;2881
0;9;7;450;0.488261035;2881
0;9;8;0;0.488261035;2881
0;9;8;50;0.488261035;2881
0;9;8;100;0.488261035;2881
0;9;8;150;0.488261035;2881
0;9;8;200;0.488261035;2881
0;9;8;250;0.488261035;2881
0;9;8;300;0.488261035;2881
0;9;8;350;0.488261035;2881
0;9;8;400;0.488261035;2881
0;9;8;450;0.488261035;2881
0;9;9;0;0.488261035;2881
0;9;9;50;0.488261035;2881
0;9;9;100;0.488261035;2881
0;9;9;150;0.488261035;2881
0;9;9;200;0.488261035;2881
0;9;9;250;0.488261035;2881
0;9;9;300;0.488261035;2881
0;9;9;350;0.488261035;2881
0;9;9;400;0.488261035;2881
0;9;9;450;0.488261035;2881
0;9;10;0;0.488261035;2881
0;9;10;50;0.488261035;2881
0;9;10;100;0.488261035;2881
0;9;10;150;0.488261035;2881
0;9;10;200;0.488261035;2881
0;9;10;250;0.488261035;2881
0;9;10;300;0.488261035;2881
0;9;10;350;0.488261035;2881
0;9;10;400;0.488261035;2881
0;9;10;450;0.488261035;2881
0;10;1;0;0.488261035;2881
0;10;1;50;0.488261035;2881
0;10;1;100;0.488261035;2881
0;10;1;150;0.488261035;2881
0;10;1;200;0.488261035;2881
0;10;1;250;0.488261035;2881
0;10;1;300;0.488261035;2881
0;10;1;350;0.488261035;2881
0;10;1;400;0.488261035;2881
0;10;1;450;0.488261035;2881
0;10;2;0;0.488261035;2881
0;10;2;50;0.488261035;2881
0;10;2;100;0.488261035;2881
0;10;2;150;0.488261035;2881
0;10;2;200;0.488261035;2881
0;10;2;250;0.488261035;2881
0;10;2;300;0.488261035;2881
0;10;2;350;0.488261035;2881
0;10;2;400;0.488261035;2881
0;10;2;450;0.488261035;2881
0;10;3;0;0.488261035;2881
0;10;3;50;0.488261035;2881
0;10;3;100;0.488261035;2881
0;10;3;150;0.488261035;2881
0;10;3;200;0.488261035;2881
0;10;3;250;0.488261035;2881
0;10;3;300;0.488261035;2881
0;10;3;350;0.488261035;2881
0;10;3;400;0.488261035;2881
0;10;3;450;0.488261035;2881
0;10;4;0;0.488261035;2881
0;10;4;50;0.488261035;2881
0;10;4;100;0.488261035;2881
0;10;4;150;0.488261035;2881
0;10;4;200;0.488261035;2881
0;10;4;250;0.488261035;2881
0;10;4;300;0.488261035;2881
0;10;4;350;0.488261035;2881
0;10;4;400;0.488261035;2881
0;10;4;450;0.488261035;2881
0;10;5;0;0.488261035;2881
0;10;5;50;0.488261035;2881
0;10;5;100;0.488261035;2881
0;10;5;150;0.488261035;2881
0;10;5;200;0.488261035;2881
0;10;5;250;0.488261035;2881
0;10;5;300;0.488261035;2881
0;10;5;350;0.488261035;2881
0;10;5;400;0.488261035;2881
0;10;5;450;0.488261035;2881
0;10;6;0;0.488261035;2881
0;10;6;50;0.488261035;2881
0;10;6;100;0.488261035;2881
0;10;6;150;0.488261035;2881
0;10;6;200;0.488261035;2881
0;10;6;250;0.488261035;2881
0;10;6;300;0.488261035;2881
0;10;6;350;0.488261035;2881
0;10;6;400;0.488261035;2881
0;10;6;450;0.488261035;2881
0;10;7;0;0.488261035;2881
0;10;7;50;0.488261035;2881
0;10;7;100;0.488261035;2881
0;10;7;150;0.488261035;2881
0;10;7;200;0.488261035;2881
0;10;7;250;0.488261035;2881
0;10;7;300;0.488261035;2881
0;10;7;350;0.488261035;2881
0;10;7;400;0.488261035;2881
0;10;7;450;0.488261035;2881
0;10;8;0;0.488261035;2881
0;10;8;50;0.488261035;2881
0;10;8;100;0.488261035;2881
0;10;8;150;0.488261035;2881
0;10;8;200;0.488261035;2881
0;10;8;250;0.488261035;2881
0;10;8;300;0.488261035;2881
0;10;8;350;0.488261035;2881
0;10;8;400;0.488261035;2881
0;10;8;450;0.488261035;2881
0;10;9;0;0.488261035;2881
0;10;9;50;0.488261035;2881
0;10;9;100;0.488261035;2881
0;10;9;150;0.488261035;2881
0;10;9;200;0.488261035;2881
0;10;9;250;0.488261035;2881
0;10;9;300;0.488261035;2881
0;10;9;350;0.488261035;2881
0;10;9;400;0.488261035;2881
0;10;9;450;0.488261035;2881
0;10;10;0;0.488261035;2881
0;10;10;50;0.488261035;2881
0;10;10;100;0.488261035;2881
0;10;10;150;0.488261035;2881
0;10;10;200;0.488261035;2881
0;10;10;250;0.488261035;2881
0;10;10;300;0.488261035;2881
0;10;10;350;0.488261035;2881
0;10;10;400;0.488261035;2881
0;10;10;450;0.488261035;2881
0.1;3;1;0;0.488261035;2881
0.1;3;1;50;0.821023592;80
0.1;3;1;100;0.822374429;50
0.1;3;1;150;0.823687215;28
0.1;3;1;200;0.819539574;158
0.1;3;1;250;0.818188737;232
0.1;3;1;300;0.8168379;331
0.1;3;1;350;0.812671233;754
0.1;3;1;400;0.816856925;328
0.1;3;1;450;0.8168379;331
0.1;3;2;0;0.488261035;2881
0.1;3;2;50;0.814136225;570
0.1;3;2;100;0.81554414;440
0.1;3;2;150;0.812709285;748
0.1;3;2;200;0.8195586;147
0.1;3;2;250;0.815449011;448
0.1;3;2;300;0.820947489;86
